Hour,Wind speed (m/s)_clipped,Visibility (10m)_clipped,Dew point temperature(°C)_clipped,Solar Radiation (MJ/m2)_clipped,Rainfall(mm)_clipped,Snowfall (cm)_clipped,Seasons,Holiday,Functioning Day,month,day
19,1.2,2000,16.9,0.04,0.0,0.0,Autumn,No Holiday,Yes,September,14
20,1.1,2000,16.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,14
21,1.6,2000,16.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,14
22,2.1,1541,18.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,14
23,1.1,1810,20.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,14
0,1.5,2000,18.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,15
1,1.4,2000,17.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,15
2,1.0,2000,17.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,15
3,1.2,2000,17.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,15
4,0.6,2000,18.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,15
5,0.8,2000,17.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,15
6,0.9,2000,18.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,15
7,0.3,2000,18.3,0.05,0.0,0.0,Autumn,No Holiday,Yes,September,15
8,0.3,2000,17.6,0.21,0.0,0.0,Autumn,No Holiday,Yes,September,15
9,1.2,2000,17.3,0.59,0.0,0.0,Autumn,No Holiday,Yes,September,15
10,1.6,1972,17.3,1.42,0.0,0.0,Autumn,No Holiday,Yes,September,15
11,1.2,1938,17.8,1.31,0.0,0.0,Autumn,No Holiday,Yes,September,15
12,0.9,2000,17.8,1.01,0.0,0.0,Autumn,No Holiday,Yes,September,15
13,1.0,1996,18.7,1.12,0.0,0.0,Autumn,No Holiday,Yes,September,15
14,1.2,2000,19.1,0.9,0.0,0.0,Autumn,No Holiday,Yes,September,15
15,0.2,2000,19.5,0.41,0.0,0.0,Autumn,No Holiday,Yes,September,15
16,0.6,1996,19.4,0.13,0.0,0.0,Autumn,No Holiday,Yes,September,15
17,0.6,2000,19.6,0.17,0.0,0.0,Autumn,No Holiday,Yes,September,15
18,1.2,2000,19.6,0.12,0.0,0.0,Autumn,No Holiday,Yes,September,15
19,2.2,1991,19.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,15
20,1.7,1621,19.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,15
21,0.7,1877,19.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,15
22,0.6,1891,19.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,15
23,0.9,1550,19.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,15
0,1.5,935,19.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,16
1,0.9,827,19.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,16
2,0.8,708,20.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,16
3,0.6,578,20.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,16
4,0.7,444,20.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,16
5,1.4,514,20.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,16
6,1.3,471,20.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,16
7,1.3,424,21.0,0.02,0.0,0.0,Autumn,No Holiday,Yes,September,16
8,1.6,601,19.8,0.17,0.0,0.0,Autumn,No Holiday,Yes,September,16
9,1.9,751,19.4,0.47,0.0,0.0,Autumn,No Holiday,Yes,September,16
10,1.3,1162,18.0,0.84,0.0,0.0,Autumn,No Holiday,Yes,September,16
11,2.1,1964,15.4,0.91,0.0,0.0,Autumn,No Holiday,Yes,September,16
12,1.9,1474,16.4,0.79,0.0,0.0,Autumn,No Holiday,Yes,September,16
13,2.1,1689,16.8,0.87,0.0,0.0,Autumn,No Holiday,Yes,September,16
14,2.2,682,18.0,0.73,0.0,0.0,Autumn,No Holiday,Yes,September,16
15,1.5,349,20.1,0.77,0.0,0.0,Autumn,No Holiday,Yes,September,16
16,2.5,342,20.0,0.47,0.0,0.0,Autumn,No Holiday,Yes,September,16
17,2.2,285,20.0,0.21,0.0,0.0,Autumn,No Holiday,Yes,September,16
18,3.0,350,19.6,0.18,0.0,0.0,Autumn,No Holiday,Yes,September,16
19,2.7,479,18.9,0.01,0.0,0.0,Autumn,No Holiday,Yes,September,16
20,1.7,404,19.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,16
21,1.7,373,19.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,16
22,2.4,540,19.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,16
23,2.6,1203,17.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,16
0,1.8,958,17.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,17
1,1.9,1693,15.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,17
2,1.9,1234,16.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,17
3,1.4,1202,17.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,17
4,2.0,1313,16.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,17
5,1.6,1252,16.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,17
6,1.2,798,16.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,17
7,1.4,695,16.4,0.08,0.0,0.0,Autumn,No Holiday,Yes,September,17
8,0.6,1109,14.7,0.56,0.0,0.0,Autumn,No Holiday,Yes,September,17
9,1.1,1711,13.9,1.12,0.0,0.0,Autumn,No Holiday,Yes,September,17
10,1.7,1540,13.5,1.44,0.0,0.0,Autumn,No Holiday,Yes,September,17
11,2.1,1626,13.9,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,17
12,1.7,1710,14.0,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,17
13,3.8,1876,14.3,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,17
14,3.3,1822,11.9,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,17
15,2.7,1955,9.6,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,17
16,2.8,1935,11.5,1.9,0.0,0.0,Autumn,No Holiday,Yes,September,17
17,2.6,2000,13.6,1.25,0.0,0.0,Autumn,No Holiday,Yes,September,17
18,2.8,1992,15.8,0.54,0.0,0.0,Autumn,No Holiday,Yes,September,17
19,3.1,2000,15.5,0.03,0.0,0.0,Autumn,No Holiday,Yes,September,17
20,2.5,1986,15.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,17
21,2.3,1989,14.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,17
22,0.9,2000,13.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,17
23,1.2,1963,14.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,17
0,1.2,1916,14.5,0.0,0.0,0.0,Autumn,No Holiday,No,September,18
1,0.4,1912,13.9,0.0,0.0,0.0,Autumn,No Holiday,No,September,18
2,0.2,1866,14.0,0.0,0.0,0.0,Autumn,No Holiday,No,September,18
3,0.5,1916,14.3,0.0,0.0,0.0,Autumn,No Holiday,No,September,18
4,0.4,1906,14.3,0.0,0.0,0.0,Autumn,No Holiday,No,September,18
5,0.5,1658,13.8,0.0,0.0,0.0,Autumn,No Holiday,No,September,18
6,0.2,1757,13.6,0.0,0.0,0.0,Autumn,No Holiday,No,September,18
7,0.5,1729,13.5,0.08,0.0,0.0,Autumn,No Holiday,No,September,18
8,0.9,1501,13.7,0.34,0.0,0.0,Autumn,No Holiday,No,September,18
9,1.1,1205,13.7,1.13,0.0,0.0,Autumn,No Holiday,No,September,18
10,1.0,1619,12.9,1.74,0.0,0.0,Autumn,No Holiday,No,September,18
11,2.1,1678,11.7,2.03,0.0,0.0,Autumn,No Holiday,No,September,18
12,1.8,1809,11.2,1.75,0.0,0.0,Autumn,No Holiday,No,September,18
13,2.5,1704,10.9,2.18,0.0,0.0,Autumn,No Holiday,No,September,18
14,2.3,1749,10.2,1.92,0.0,0.0,Autumn,No Holiday,No,September,18
15,2.8,1785,12.5,1.62,0.0,0.0,Autumn,No Holiday,No,September,18
16,2.5,1953,9.2,1.6,0.0,0.0,Autumn,No Holiday,No,September,18
17,2.9,1997,10.1,0.92,0.0,0.0,Autumn,No Holiday,No,September,18
18,1.4,2000,13.0,0.51,0.0,0.0,Autumn,No Holiday,No,September,18
19,2.2,2000,14.2,0.03,0.0,0.0,Autumn,No Holiday,No,September,18
20,1.4,2000,13.9,0.0,0.0,0.0,Autumn,No Holiday,No,September,18
21,1.5,2000,14.2,0.0,0.0,0.0,Autumn,No Holiday,No,September,18
22,0.3,2000,14.9,0.0,0.0,0.0,Autumn,No Holiday,No,September,18
23,1.3,1999,15.2,0.0,0.0,0.0,Autumn,No Holiday,No,September,18
0,0.4,2000,14.3,0.0,0.0,0.0,Autumn,No Holiday,No,September,19
1,0.4,2000,13.4,0.0,0.0,0.0,Autumn,No Holiday,No,September,19
2,0.2,2000,14.3,0.0,0.0,0.0,Autumn,No Holiday,No,September,19
3,0.5,2000,14.0,0.0,0.0,0.0,Autumn,No Holiday,No,September,19
4,0.5,2000,13.8,0.0,0.0,0.0,Autumn,No Holiday,No,September,19
5,0.9,1782,14.3,0.0,0.0,0.0,Autumn,No Holiday,No,September,19
6,0.3,1488,14.6,0.0,0.0,0.0,Autumn,No Holiday,No,September,19
7,0.8,1650,14.2,0.03,0.0,0.0,Autumn,No Holiday,No,September,19
8,1.1,1534,14.3,0.26,0.0,0.0,Autumn,No Holiday,No,September,19
9,0.8,1774,13.6,0.92,0.0,0.0,Autumn,No Holiday,No,September,19
10,1.1,1819,14.4,1.49,0.0,0.0,Autumn,No Holiday,No,September,19
11,0.6,1723,14.0,1.01,0.0,0.0,Autumn,No Holiday,No,September,19
12,1.2,1619,14.0,1.56,0.0,0.0,Autumn,No Holiday,No,September,19
13,1.7,1560,11.4,2.15,0.0,0.0,Autumn,No Holiday,No,September,19
14,1.2,1840,11.4,1.21,0.0,0.0,Autumn,No Holiday,No,September,19
15,1.4,1836,10.8,0.9,0.0,0.0,Autumn,No Holiday,No,September,19
16,1.2,1594,11.3,0.65,0.0,0.0,Autumn,No Holiday,No,September,19
17,1.3,1883,11.8,0.36,0.0,0.0,Autumn,No Holiday,No,September,19
18,2.2,1691,14.3,0.12,0.0,0.0,Autumn,No Holiday,No,September,19
19,0.4,1836,14.7,0.0,0.0,0.0,Autumn,No Holiday,No,September,19
20,0.3,1737,16.1,0.0,0.0,0.0,Autumn,No Holiday,No,September,19
21,1.8,1078,14.3,0.0,0.0,0.0,Autumn,No Holiday,No,September,19
22,1.6,1057,15.4,0.0,0.0,0.0,Autumn,No Holiday,No,September,19
23,0.9,2000,11.5,0.0,0.0,0.0,Autumn,No Holiday,No,September,19
0,0.3,2000,11.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,20
1,1.1,1999,11.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,20
2,1.5,1755,12.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,20
3,1.7,1140,14.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,20
4,1.4,847,14.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,20
5,1.8,1421,14.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,20
6,1.4,412,16.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,20
7,1.6,375,17.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,20
8,1.3,896,16.5,0.11,0.0,0.0,Autumn,No Holiday,Yes,September,20
9,1.4,572,17.0,0.18,0.0,0.0,Autumn,No Holiday,Yes,September,20
10,1.2,394,16.8,0.25,0.0,0.0,Autumn,No Holiday,Yes,September,20
11,1.5,597,17.9,0.46,0.0,0.0,Autumn,No Holiday,Yes,September,20
12,1.7,965,17.4,0.67,0.0,0.0,Autumn,No Holiday,Yes,September,20
13,2.6,586,17.0,0.58,0.0,0.0,Autumn,No Holiday,Yes,September,20
14,2.3,2000,16.3,0.83,0.0,0.0,Autumn,No Holiday,Yes,September,20
15,1.4,2000,15.6,0.33,0.0,0.0,Autumn,No Holiday,Yes,September,20
16,2.1,2000,14.9,0.38,0.0,0.0,Autumn,No Holiday,Yes,September,20
17,2.1,2000,14.9,0.21,0.0,0.0,Autumn,No Holiday,Yes,September,20
18,2.5,2000,14.9,0.08,0.0,0.0,Autumn,No Holiday,Yes,September,20
19,2.2,2000,14.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,20
20,2.2,1834,14.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,20
21,2.7,1744,15.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,20
22,2.1,1772,15.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,20
23,1.7,2000,15.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,20
0,2.1,2000,14.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,21
1,1.6,2000,15.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,21
2,1.3,2000,15.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,21
3,1.2,659,16.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,21
4,1.7,1298,17.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,21
5,1.8,2000,16.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,21
6,1.7,974,16.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,21
7,1.7,310,16.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,21
8,2.0,1284,17.3,0.09,0.0,0.0,Autumn,No Holiday,Yes,September,21
9,1.3,1251,17.5,0.21,0.0,0.0,Autumn,No Holiday,Yes,September,21
10,2.0,1124,17.7,0.32,0.0,0.0,Autumn,No Holiday,Yes,September,21
11,1.8,1938,17.3,0.64,0.0,0.0,Autumn,No Holiday,Yes,September,21
12,2.0,1971,17.5,0.63,0.0,0.0,Autumn,No Holiday,Yes,September,21
13,0.9,1796,17.7,0.65,0.0,0.0,Autumn,No Holiday,Yes,September,21
14,1.4,2000,16.9,1.5,0.0,0.0,Autumn,No Holiday,Yes,September,21
15,1.4,2000,17.3,1.2,0.0,0.0,Autumn,No Holiday,Yes,September,21
16,1.2,2000,17.4,0.51,0.0,0.0,Autumn,No Holiday,Yes,September,21
17,1.2,2000,16.9,0.31,0.0,0.0,Autumn,No Holiday,Yes,September,21
18,0.6,2000,16.7,0.23,0.0,0.0,Autumn,No Holiday,Yes,September,21
19,1.0,2000,16.9,0.02,0.0,0.0,Autumn,No Holiday,Yes,September,21
20,0.4,2000,16.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,21
21,0.6,2000,16.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,21
22,0.5,2000,16.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,21
23,0.6,2000,16.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,21
0,1.1,2000,16.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,22
1,1.5,1459,16.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,22
2,0.0,1533,16.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,22
3,1.0,1191,17.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,22
4,0.8,1226,16.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,22
5,0.2,973,18.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,22
6,0.1,752,17.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,22
7,0.9,557,17.4,0.04,0.0,0.0,Autumn,No Holiday,Yes,September,22
8,0.0,858,15.8,0.48,0.0,0.0,Autumn,No Holiday,Yes,September,22
9,1.3,740,15.7,1.17,0.0,0.0,Autumn,No Holiday,Yes,September,22
10,1.9,878,15.3,1.88,0.0,0.0,Autumn,No Holiday,Yes,September,22
11,2.7,1297,13.1,1.86,0.0,0.0,Autumn,No Holiday,Yes,September,22
12,2.2,1798,10.8,2.31,0.0,0.0,Autumn,No Holiday,Yes,September,22
13,3.9,2000,7.0,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,22
14,4.3999999999999995,2000,5.3,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,22
15,3.8,1980,7.4,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,22
16,3.0,2000,9.9,1.88,0.0,0.0,Autumn,No Holiday,Yes,September,22
17,3.6,1990,8.1,1.2,0.0,0.0,Autumn,No Holiday,Yes,September,22
18,2.8,2000,7.2,0.47,0.0,0.0,Autumn,No Holiday,Yes,September,22
19,2.8,2000,8.2,0.02,0.0,0.0,Autumn,No Holiday,Yes,September,22
20,1.2,2000,10.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,22
21,0.8,2000,10.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,22
22,0.6,2000,11.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,22
23,1.0,2000,11.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,22
0,0.6,2000,11.4,0.0,0.0,0.0,Autumn,Holiday,Yes,September,23
1,0.1,2000,10.0,0.0,0.0,0.0,Autumn,Holiday,Yes,September,23
2,1.3,2000,10.9,0.0,0.0,0.0,Autumn,Holiday,Yes,September,23
3,0.8,2000,10.3,0.0,0.0,0.0,Autumn,Holiday,Yes,September,23
4,0.7,2000,10.4,0.0,0.0,0.0,Autumn,Holiday,Yes,September,23
5,0.8,2000,10.1,0.0,0.0,0.0,Autumn,Holiday,Yes,September,23
6,1.2,2000,11.6,0.0,0.0,0.0,Autumn,Holiday,Yes,September,23
7,0.4,2000,11.8,0.0,0.0,0.0,Autumn,Holiday,Yes,September,23
8,1.2,2000,11.2,0.3,0.0,0.0,Autumn,Holiday,Yes,September,23
9,1.0,1951,10.2,0.86,0.0,0.0,Autumn,Holiday,Yes,September,23
10,0.2,2000,11.0,0.94,0.0,0.0,Autumn,Holiday,Yes,September,23
11,3.0,1929,11.3,1.29,0.0,0.0,Autumn,Holiday,Yes,September,23
12,1.2,1984,10.5,1.25,0.0,0.0,Autumn,Holiday,Yes,September,23
13,1.4,1913,9.8,1.77,0.0,0.0,Autumn,Holiday,Yes,September,23
14,1.2,1953,9.7,2.325,0.0,0.0,Autumn,Holiday,Yes,September,23
15,2.2,2000,5.2,2.325,0.0,0.0,Autumn,Holiday,Yes,September,23
16,4.0,1988,5.3,1.73,0.0,0.0,Autumn,Holiday,Yes,September,23
17,2.4,2000,10.0,1.17,0.0,0.0,Autumn,Holiday,Yes,September,23
18,2.7,2000,12.2,0.44,0.0,0.0,Autumn,Holiday,Yes,September,23
19,2.9,2000,11.3,0.01,0.0,0.0,Autumn,Holiday,Yes,September,23
20,3.3,2000,8.8,0.0,0.0,0.0,Autumn,Holiday,Yes,September,23
21,2.1,2000,4.4,0.0,0.0,0.0,Autumn,Holiday,Yes,September,23
22,2.5,2000,4.6,0.0,0.0,0.0,Autumn,Holiday,Yes,September,23
23,1.1,2000,5.6,0.0,0.0,0.0,Autumn,Holiday,Yes,September,23
0,1.7,2000,6.6,0.0,0.0,0.0,Autumn,Holiday,Yes,September,24
1,2.0,2000,7.1,0.0,0.0,0.0,Autumn,Holiday,Yes,September,24
2,0.7,2000,7.5,0.0,0.0,0.0,Autumn,Holiday,Yes,September,24
3,0.3,2000,8.4,0.0,0.0,0.0,Autumn,Holiday,Yes,September,24
4,0.9,2000,9.0,0.0,0.0,0.0,Autumn,Holiday,Yes,September,24
5,0.3,2000,8.1,0.0,0.0,0.0,Autumn,Holiday,Yes,September,24
6,0.5,2000,8.0,0.0,0.0,0.0,Autumn,Holiday,Yes,September,24
7,2.1,2000,7.2,0.02,0.0,0.0,Autumn,Holiday,Yes,September,24
8,2.2,1985,5.5,0.49,0.0,0.0,Autumn,Holiday,Yes,September,24
9,2.1,1993,4.3,1.36,0.0,0.0,Autumn,Holiday,Yes,September,24
10,3.3,2000,3.8,2.02,0.0,0.0,Autumn,Holiday,Yes,September,24
11,4.1,1966,1.8,2.325,0.0,0.0,Autumn,Holiday,Yes,September,24
12,2.6,2000,3.9,2.325,0.0,0.0,Autumn,Holiday,Yes,September,24
13,3.5,2000,2.6,2.325,0.0,0.0,Autumn,Holiday,Yes,September,24
14,4.3,2000,3.0,2.325,0.0,0.0,Autumn,Holiday,Yes,September,24
15,3.3,2000,4.3,2.325,0.0,0.0,Autumn,Holiday,Yes,September,24
16,2.7,2000,4.0,1.87,0.0,0.0,Autumn,Holiday,Yes,September,24
17,3.1,2000,4.1,1.2,0.0,0.0,Autumn,Holiday,Yes,September,24
18,2.4,2000,4.3,0.46,0.0,0.0,Autumn,Holiday,Yes,September,24
19,2.7,2000,9.0,0.01,0.0,0.0,Autumn,Holiday,Yes,September,24
20,1.4,2000,8.9,0.0,0.0,0.0,Autumn,Holiday,Yes,September,24
21,1.2,2000,8.4,0.0,0.0,0.0,Autumn,Holiday,Yes,September,24
22,3.9,2000,5.2,0.0,0.0,0.0,Autumn,Holiday,Yes,September,24
23,0.4,2000,5.5,0.0,0.0,0.0,Autumn,Holiday,Yes,September,24
0,1.6,2000,5.7,0.0,0.0,0.0,Autumn,Holiday,Yes,September,25
1,0.8,2000,6.1,0.0,0.0,0.0,Autumn,Holiday,Yes,September,25
2,0.2,2000,6.2,0.0,0.0,0.0,Autumn,Holiday,Yes,September,25
3,0.5,2000,6.7,0.0,0.0,0.0,Autumn,Holiday,Yes,September,25
4,0.5,2000,6.4,0.0,0.0,0.0,Autumn,Holiday,Yes,September,25
5,0.5,2000,6.2,0.0,0.0,0.0,Autumn,Holiday,Yes,September,25
6,0.9,2000,5.9,0.0,0.0,0.0,Autumn,Holiday,Yes,September,25
7,0.9,2000,5.9,0.03,0.0,0.0,Autumn,Holiday,Yes,September,25
8,1.3,1988,4.6,0.6,0.0,0.0,Autumn,Holiday,Yes,September,25
9,1.0,2000,4.6,1.34,0.0,0.0,Autumn,Holiday,Yes,September,25
10,1.3,1984,5.5,1.99,0.0,0.0,Autumn,Holiday,Yes,September,25
11,1.6,1985,6.0,2.325,0.0,0.0,Autumn,Holiday,Yes,September,25
12,2.0,2000,5.9,2.325,0.0,0.0,Autumn,Holiday,Yes,September,25
13,2.0,2000,4.3,2.325,0.0,0.0,Autumn,Holiday,Yes,September,25
14,1.4,2000,4.0,2.325,0.0,0.0,Autumn,Holiday,Yes,September,25
15,1.6,2000,3.3,2.325,0.0,0.0,Autumn,Holiday,Yes,September,25
16,1.7,2000,4.5,1.86,0.0,0.0,Autumn,Holiday,Yes,September,25
17,1.4,2000,5.7,0.83,0.0,0.0,Autumn,Holiday,Yes,September,25
18,1.0,2000,6.2,0.24,0.0,0.0,Autumn,Holiday,Yes,September,25
19,0.6,2000,5.8,0.0,0.0,0.0,Autumn,Holiday,Yes,September,25
20,0.4,2000,7.0,0.0,0.0,0.0,Autumn,Holiday,Yes,September,25
21,1.0,2000,7.2,0.0,0.0,0.0,Autumn,Holiday,Yes,September,25
22,1.0,2000,7.7,0.0,0.0,0.0,Autumn,Holiday,Yes,September,25
23,1.2,2000,6.5,0.0,0.0,0.0,Autumn,Holiday,Yes,September,25
0,1.5,2000,6.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,26
1,1.7,2000,6.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,26
2,1.5,2000,7.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,26
3,1.6,2000,7.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,26
4,1.7,2000,8.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,26
5,1.5,2000,8.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,26
6,2.1,2000,8.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,26
7,2.0,2000,8.9,0.01,0.0,0.0,Autumn,No Holiday,Yes,September,26
8,2.0,2000,8.8,0.2,0.0,0.0,Autumn,No Holiday,Yes,September,26
9,1.8,2000,8.2,0.63,0.0,0.0,Autumn,No Holiday,Yes,September,26
10,2.3,2000,7.7,1.45,0.0,0.0,Autumn,No Holiday,Yes,September,26
11,2.1,1981,7.1,1.59,0.0,0.0,Autumn,No Holiday,Yes,September,26
12,1.8,2000,7.0,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,26
13,2.1,2000,6.6,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,26
14,1.3,2000,6.8,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,26
15,1.2,2000,8.1,2.28,0.0,0.0,Autumn,No Holiday,Yes,September,26
16,1.8,2000,7.9,1.71,0.0,0.0,Autumn,No Holiday,Yes,September,26
17,1.4,2000,8.4,1.04,0.0,0.0,Autumn,No Holiday,Yes,September,26
18,1.5,2000,9.6,0.27,0.0,0.0,Autumn,No Holiday,Yes,September,26
19,1.0,2000,8.6,0.02,0.0,0.0,Autumn,No Holiday,Yes,September,26
20,2.0,2000,8.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,26
21,2.0,2000,6.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,26
22,1.7,2000,5.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,26
23,2.1,2000,5.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,26
0,1.7,2000,6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,27
1,1.4,2000,6.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,27
2,1.4,2000,6.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,27
3,1.1,2000,6.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,27
4,1.1,2000,6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,27
5,0.6,2000,6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,27
6,0.8,2000,6.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,27
7,0.5,2000,5.5,0.02,0.0,0.0,Autumn,No Holiday,Yes,September,27
8,1.1,2000,4.7,0.59,0.0,0.0,Autumn,No Holiday,Yes,September,27
9,1.5,2000,6.5,1.3,0.0,0.0,Autumn,No Holiday,Yes,September,27
10,1.8,1989,8.2,1.93,0.0,0.0,Autumn,No Holiday,Yes,September,27
11,1.7,1998,8.2,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,27
12,1.4,2000,9.5,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,27
13,1.7,2000,8.2,2.28,0.0,0.0,Autumn,No Holiday,Yes,September,27
14,1.5,2000,7.6,2.325,0.0,0.0,Autumn,No Holiday,Yes,September,27
15,1.4,2000,7.0,1.39,0.0,0.0,Autumn,No Holiday,Yes,September,27
16,1.1,2000,5.4,1.37,0.0,0.0,Autumn,No Holiday,Yes,September,27
17,1.5,2000,6.0,1.17,0.0,0.0,Autumn,No Holiday,Yes,September,27
18,0.8,2000,7.4,0.31,0.0,0.0,Autumn,No Holiday,Yes,September,27
19,0.7,2000,7.9,0.01,0.0,0.0,Autumn,No Holiday,Yes,September,27
20,1.2,2000,7.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,27
21,1.3,2000,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,27
22,1.0,2000,7.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,27
23,1.4,2000,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,September,27
0,1.4,2000,7.1,0.0,0.0,0.0,Autumn,No Holiday,No,September,28
1,1.5,2000,6.8,0.0,0.0,0.0,Autumn,No Holiday,No,September,28
2,1.5,2000,7.2,0.0,0.0,0.0,Autumn,No Holiday,No,September,28
